TranscriptID	GeneID	ProteinID	Description
XM_014750075.1	LOC106787588	XP_014605561.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X32,_mRNA
XM_014750076.1	LOC106787588	XP_014605562.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X33,_mRNA
XM_014750077.1	LOC106787588	XP_014605563.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X34,_mRNA
XM_014750078.1	LOC106787588	XP_014605564.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X35,_mRNA
XM_014750079.1	LOC106787588	XP_014605565.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X36,_mRNA
XM_014750080.1	LOC106787588	XP_014605566.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X37,_mRNA
XM_014750081.1	LOC106787588	XP_014605567.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X38,_mRNA
XM_014750082.1	LOC106787588	XP_014605568.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X39,_mRNA
XM_014750083.1	LOC106787588	XP_014605569.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X40,_mRNA
XM_014750084.1	LOC106787589	XP_014605570.1	PREDICTED:_Polistes_canadensis_DNA_polymerase_alpha_subunit_B_(LOC106787589),_transcript_variant_X1,_mRNA
XM_014750085.1	LOC106787588	XP_014605571.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X41,_mRNA
XM_014750086.1	LOC106787588	XP_014605572.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X42,_mRNA
XM_014750087.1	LOC106787588	XP_014605573.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X43,_mRNA
XM_014750088.1	LOC106787588	XP_014605574.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X44,_mRNA
XM_014750089.1	LOC106787588	XP_014605575.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X45,_mRNA
XM_014750090.1	LOC106787588	XP_014605576.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X46,_mRNA
XM_014750091.1	LOC106787588	XP_014605577.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X47,_mRNA
XM_014750092.1	LOC106787588	XP_014605578.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X48,_mRNA
XM_014750093.1	LOC106787588	XP_014605579.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X49,_mRNA
XM_014750094.1	LOC106787588	XP_014605580.1	PREDICTED:_Polistes_canadensis_calcium-activated_potassium_channel_slowpoke_(LOC106787588),_transcript_variant_X50,_mRNA
XM_014750095.1	LOC106787589	XP_014605581.1	PREDICTED:_Polistes_canadensis_DNA_polymerase_alpha_subunit_B_(LOC106787589),_transcript_variant_X2,_mRNA
XM_014750096.1	LOC106787590	XP_014605582.1	PREDICTED:_Polistes_canadensis_tensin-1-like_(LOC106787590),_transcript_variant_X1,_mRNA
XM_014750097.1	LOC106787590	XP_014605583.1	PREDICTED:_Polistes_canadensis_tensin-1-like_(LOC106787590),_transcript_variant_X2,_mRNA
XM_014750098.1	LOC106787590	XP_014605584.1	PREDICTED:_Polistes_canadensis_tensin-1-like_(LOC106787590),_transcript_variant_X3,_mRNA
XM_014750099.1	LOC106787590	XP_014605585.1	PREDICTED:_Polistes_canadensis_tensin-1-like_(LOC106787590),_transcript_variant_X4,_mRNA
XM_014750100.1	LOC106787590	XP_014605586.1	PREDICTED:_Polistes_canadensis_tensin-1-like_(LOC106787590),_transcript_variant_X5,_mRNA
XM_014750101.1	LOC106787591	XP_014605587.1	PREDICTED:_Polistes_canadensis_DDB1-_and_CUL4-associated_factor_13_(LOC106787591),_transcript_variant_X1,_mRNA
XM_014750102.1	LOC106787591	XP_014605588.1	PREDICTED:_Polistes_canadensis_DDB1-_and_CUL4-associated_factor_13_(LOC106787591),_transcript_variant_X2,_mRNA
XM_014750103.1	LOC106787593	XP_014605589.1	PREDICTED:_Polistes_canadensis_centrosomin_(LOC106787593),_transcript_variant_X1,_mRNA
XM_014750104.1	LOC106787496	XP_014605590.1	PREDICTED:_Polistes_canadensis_filamin-A_(LOC106787496),_transcript_variant_X3,_mRNA
XM_014750105.1	LOC106787593	XP_014605591.1	PREDICTED:_Polistes_canadensis_centrosomin_(LOC106787593),_transcript_variant_X2,_mRNA
XM_014750106.1	LOC106787593	XP_014605592.1	PREDICTED:_Polistes_canadensis_centrosomin_(LOC106787593),_transcript_variant_X3,_mRNA
XM_014750107.1	LOC106787593	XP_014605593.1	PREDICTED:_Polistes_canadensis_centrosomin_(LOC106787593),_transcript_variant_X4,_mRNA
XM_014750108.1	LOC106787595	XP_014605594.1	PREDICTED:_Polistes_canadensis_calponin_homology_domain-containing_protein_DDB_G0272472-like_(LOC106787595),_mRNA
XM_014750109.1	LOC106787594	XP_014605595.1	PREDICTED:_Polistes_canadensis_DNA_repair_protein_RAD51_homolog_A_(LOC106787594),_mRNA
XM_014750110.1	LOC106787596	XP_014605596.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Lhx3_(LOC106787596),_transcript_variant_X1,_mRNA
XM_014750111.1	LOC106787596	XP_014605597.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Lhx3_(LOC106787596),_transcript_variant_X2,_mRNA
XM_014750112.1	LOC106787596	XP_014605598.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Lhx3_(LOC106787596),_transcript_variant_X3,_mRNA
XM_014750113.1	LOC106787596	XP_014605599.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Lhx3_(LOC106787596),_transcript_variant_X4,_mRNA
XM_014750114.1	LOC106787597	XP_014605600.1	PREDICTED:_Polistes_canadensis_venom_acid_phosphatase_Acph-1-like_(LOC106787597),_transcript_variant_X1,_mRNA
XM_014750115.1	LOC106787597	XP_014605601.1	PREDICTED:_Polistes_canadensis_venom_acid_phosphatase_Acph-1-like_(LOC106787597),_transcript_variant_X2,_mRNA
XM_014750116.1	LOC106787597	XP_014605602.1	PREDICTED:_Polistes_canadensis_venom_acid_phosphatase_Acph-1-like_(LOC106787597),_transcript_variant_X3,_mRNA
XM_014750117.1	LOC106787597	XP_014605603.1	PREDICTED:_Polistes_canadensis_venom_acid_phosphatase_Acph-1-like_(LOC106787597),_transcript_variant_X4,_mRNA
XM_014750118.1	LOC106787598	XP_014605604.1	PREDICTED:_Polistes_canadensis_lipid_storage_droplets_surface-binding_protein_2_(LOC106787598),_mRNA
XM_014750119.1	LOC106787600	XP_014605605.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787600_(LOC106787600),_transcript_variant_X1,_mRNA
XM_014750120.1	LOC106787600	XP_014605606.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787600_(LOC106787600),_transcript_variant_X2,_mRNA
XM_014750121.1	LOC106787601	XP_014605607.1	PREDICTED:_Polistes_canadensis_geminin-like_(LOC106787601),_transcript_variant_X1,_mRNA
XM_014750122.1	LOC106787601	XP_014605608.1	PREDICTED:_Polistes_canadensis_geminin-like_(LOC106787601),_transcript_variant_X2,_mRNA
XM_014750123.1	LOC106787599	XP_014605609.1	PREDICTED:_Polistes_canadensis_nose_resistant_to_fluoxetine_protein_6_(LOC106787599),_transcript_variant_X1,_mRNA
XM_014750124.1	LOC106787602	XP_014605610.1	PREDICTED:_Polistes_canadensis_CBP80/20-dependent_translation_initiation_factor_(LOC106787602),_transcript_variant_X1,_mRNA
XM_014750125.1	LOC106787602	XP_014605611.1	PREDICTED:_Polistes_canadensis_CBP80/20-dependent_translation_initiation_factor_(LOC106787602),_transcript_variant_X2,_mRNA
XM_014750126.1	LOC106787602	XP_014605612.1	PREDICTED:_Polistes_canadensis_CBP80/20-dependent_translation_initiation_factor_(LOC106787602),_transcript_variant_X3,_mRNA
XM_014750127.1	LOC106787602	XP_014605613.1	PREDICTED:_Polistes_canadensis_CBP80/20-dependent_translation_initiation_factor_(LOC106787602),_transcript_variant_X4,_mRNA
XM_014750128.1	LOC106787604	XP_014605614.1	PREDICTED:_Polistes_canadensis_dual_oxidase_(LOC106787604),_mRNA
XM_014750129.1	LOC106787605	XP_014605615.1	PREDICTED:_Polistes_canadensis_dual_oxidase_maturation_factor_1_(LOC106787605),_mRNA
XM_014750130.1	LOC106787599	XP_014605616.1	PREDICTED:_Polistes_canadensis_nose_resistant_to_fluoxetine_protein_6_(LOC106787599),_transcript_variant_X2,_mRNA
XM_014750131.1	LOC106787607	XP_014605617.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787607_(LOC106787607),_mRNA
XM_014750132.1	LOC106787608	XP_014605618.1	PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X5,_mRNA
XM_014750133.1	LOC106787609	XP_014605619.1	PREDICTED:_Polistes_canadensis_DNA_(cytosine-5)-methyltransferase_PliMCI-like_(LOC106787609),_mRNA
XM_014750134.1	LOC106787610	XP_014605620.1	PREDICTED:_Polistes_canadensis_centrosome-associated_zinc_finger_protein_CP190_(LOC106787610),_transcript_variant_X1,_mRNA
XM_014750135.1	LOC106787610	XP_014605621.1	PREDICTED:_Polistes_canadensis_centrosome-associated_zinc_finger_protein_CP190_(LOC106787610),_transcript_variant_X2,_mRNA
XM_014750136.1	LOC106787612	XP_014605622.1	PREDICTED:_Polistes_canadensis_serine-rich_adhesin_for_platelets-like_(LOC106787612),_mRNA
XM_014750137.1	LOC106787613	XP_014605623.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787613_(LOC106787613),_transcript_variant_X1,_mRNA
XM_014750138.1	LOC106787611	XP_014605624.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787611_(LOC106787611),_mRNA
XM_014750139.1	LOC106787613	XP_014605625.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787613_(LOC106787613),_transcript_variant_X2,_mRNA
XM_014750140.1	LOC106787613	XP_014605626.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787613_(LOC106787613),_transcript_variant_X3,_mRNA
XM_014750141.1	LOC106787613	XP_014605627.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787613_(LOC106787613),_transcript_variant_X4,_mRNA
XM_014750142.1	LOC106787613	XP_014605628.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787613_(LOC106787613),_transcript_variant_X5,_mRNA
XM_014750143.1	LOC106787614	XP_014605629.1	PREDICTED:_Polistes_canadensis_chondroitin_sulfate_glucuronyltransferase_(LOC106787614),_mRNA
XM_014750144.1	LOC106787615	XP_014605630.1	PREDICTED:_Polistes_canadensis_endocuticle_structural_glycoprotein_SgAbd-2-like_(LOC106787615),_mRNA
XM_014750145.1	LOC106787616	XP_014605631.1	PREDICTED:_Polistes_canadensis_DNA_primase_large_subunit-like_(LOC106787616),_mRNA
XM_014750146.1	LOC106787618	XP_014605632.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787618_(LOC106787618),_mRNA
XM_014750147.1	LOC106787619	XP_014605633.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787619_(LOC106787619),_mRNA
XM_014750148.1	LOC106787617	XP_014605634.1	PREDICTED:_Polistes_canadensis_ephrin-A4_(LOC106787617),_mRNA
XM_014750149.1	LOC106787621	XP_014605635.1	PREDICTED:_Polistes_canadensis_dopamine_receptor_2-like_(LOC106787621),_transcript_variant_X1,_mRNA
XM_014750150.1	LOC106787622	XP_014605636.1	PREDICTED:_Polistes_canadensis_hemolymph_lipopolysaccharide-binding_protein-like_(LOC106787622),_mRNA
XM_014750151.1	LOC106787623	XP_014605637.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X1,_mRNA
XM_014750152.1	LOC106787623	XP_014605638.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X2,_mRNA
XM_014750153.1	LOC106787623	XP_014605639.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X3,_mRNA
XM_014750154.1	LOC106787623	XP_014605640.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X4,_mRNA
XM_014750155.1	LOC106787623	XP_014605641.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X5,_mRNA
XM_014750156.1	LOC106787623	XP_014605642.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X6,_mRNA
XM_014750157.1	LOC106787623	XP_014605643.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X7,_mRNA
XM_014750158.1	LOC106787623	XP_014605644.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X8,_mRNA
XM_014750159.1	LOC106787623	XP_014605645.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X9,_mRNA
XM_014750160.1	LOC106787623	XP_014605646.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X10,_mRNA
XM_014750161.1	LOC106787623	XP_014605647.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X11,_mRNA
XM_014750162.1	LOC106787623	XP_014605648.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X12,_mRNA
XM_014750163.1	LOC106787624	XP_014605649.1	PREDICTED:_Polistes_canadensis_MATH_and_LRR_domain-containing_protein_PFE0570w_(LOC106787624),_mRNA
XM_014750164.1	LOC106787623	XP_014605650.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X13,_mRNA
XM_014750165.1	LOC106787623	XP_014605651.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X14,_mRNA
XM_014750166.1	LOC106787623	XP_014605652.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X15,_mRNA
XM_014750167.1	LOC106787623	XP_014605653.1	PREDICTED:_Polistes_canadensis_nuclear_receptor_coactivator_2_(LOC106787623),_transcript_variant_X16,_mRNA
XM_014750168.1	LOC106787626	XP_014605654.1	PREDICTED:_Polistes_canadensis_aromatic-L-amino-acid_decarboxylase_(LOC106787626),_mRNA
XM_014750169.1	LOC106787627	XP_014605655.1	PREDICTED:_Polistes_canadensis_peroxisomal_N(1)-acetyl-spermine/spermidine_oxidase-like_(LOC106787627),_mRNA
XM_014750170.1	LOC106787628	XP_014605656.1	PREDICTED:_Polistes_canadensis_major_facilitator_superfamily_domain-containing_protein_6_(LOC106787628),_transcript_variant_X1,_mRNA
XM_014750171.1	LOC106787628	XP_014605657.1	PREDICTED:_Polistes_canadensis_major_facilitator_superfamily_domain-containing_protein_6_(LOC106787628),_transcript_variant_X2,_mRNA
XM_014750172.1	LOC106787630	XP_014605658.1	PREDICTED:_Polistes_canadensis_tubulin_alpha_chain-like_(LOC106787630),_mRNA
XM_014750173.1	LOC106787631	XP_014605659.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787631_(LOC106787631),_mRNA
XM_014750174.1	LOC106787632	XP_014605660.1	PREDICTED:_Polistes_canadensis_ankyrin_repeat_domain-containing_protein_39-like_(LOC106787632),_transcript_variant_X1,_mRNA
XM_014750175.1	LOC106787629	XP_014605661.1	PREDICTED:_Polistes_canadensis_protein_phosphatase_1H_(LOC106787629),_mRNA
XM_014750176.1	LOC106787632	XP_014605662.1	PREDICTED:_Polistes_canadensis_ankyrin_repeat_domain-containing_protein_39-like_(LOC106787632),_transcript_variant_X2,_mRNA
XM_014750177.1	LOC106787632	XP_014605663.1	PREDICTED:_Polistes_canadensis_ankyrin_repeat_domain-containing_protein_39-like_(LOC106787632),_transcript_variant_X3,_mRNA
XM_014750178.1	LOC106787632	XP_014605664.1	PREDICTED:_Polistes_canadensis_ankyrin_repeat_domain-containing_protein_39-like_(LOC106787632),_transcript_variant_X4,_mRNA
XM_014750179.1	LOC106787634	XP_014605665.1	PREDICTED:_Polistes_canadensis_neural-cadherin-like_(LOC106787634),_transcript_variant_X1,_mRNA
XM_014750180.1	LOC106787634	XP_014605666.1	PREDICTED:_Polistes_canadensis_neural-cadherin-like_(LOC106787634),_transcript_variant_X2,_mRNA
XM_014750181.1	LOC106787635	XP_014605667.1	PREDICTED:_Polistes_canadensis_double-stranded_RNA-specific_editase_Adar_(LOC106787635),_transcript_variant_X1,_mRNA
XM_014750182.1	LOC106787635	XP_014605668.1	PREDICTED:_Polistes_canadensis_double-stranded_RNA-specific_editase_Adar_(LOC106787635),_transcript_variant_X2,_mRNA
XM_014750183.1	LOC106787636	XP_014605669.1	PREDICTED:_Polistes_canadensis_polypeptide_N-acetylgalactosaminyltransferase_3-like_(LOC106787636),_mRNA
XM_014750184.1	LOC106787638	XP_014605670.1	PREDICTED:_Polistes_canadensis_PR_domain_zinc_finger_protein_16-like_(LOC106787638),_mRNA
XM_014750185.1	LOC106787639	XP_014605671.1	PREDICTED:_Polistes_canadensis_immunoglobulin-binding_protein_1_(LOC106787639),_mRNA
XM_014750186.1	LOC106787640	XP_014605672.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787640_(LOC106787640),_mRNA
XM_014750187.1	LOC106787637	XP_014605673.1	PREDICTED:_Polistes_canadensis_probable_salivary_secreted_peptide_(LOC106787637),_mRNA
XM_014750188.1	LOC106787641	XP_014605674.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787641_(LOC106787641),_mRNA
XM_014750189.1	LOC106787642	XP_014605675.1	PREDICTED:_Polistes_canadensis_ADP-ribosylation_factor-like_protein_3_(LOC106787642),_mRNA
XM_014750190.1	LOC106787643	XP_014605676.1	PREDICTED:_Polistes_canadensis_MDS1_and_EVI1_complex_locus_protein_EVI1-B-like_(LOC106787643),_transcript_variant_X1,_mRNA
XM_014750191.1	LOC106787643	XP_014605677.1	PREDICTED:_Polistes_canadensis_MDS1_and_EVI1_complex_locus_protein_EVI1-B-like_(LOC106787643),_transcript_variant_X2,_mRNA
XM_014750192.1	LOC106787643	XP_014605678.1	PREDICTED:_Polistes_canadensis_MDS1_and_EVI1_complex_locus_protein_EVI1-B-like_(LOC106787643),_transcript_variant_X3,_mRNA
XM_014750193.1	LOC106787644	XP_014605679.1	PREDICTED:_Polistes_canadensis_general_odorant-binding_protein_56d-like_(LOC106787644),_transcript_variant_X1,_mRNA
XM_014750194.1	LOC106787644	XP_014605680.1	PREDICTED:_Polistes_canadensis_general_odorant-binding_protein_56d-like_(LOC106787644),_transcript_variant_X2,_mRNA
XM_014750195.1	LOC106787644	XP_014605681.1	PREDICTED:_Polistes_canadensis_general_odorant-binding_protein_56d-like_(LOC106787644),_transcript_variant_X3,_mRNA
XM_014750196.1	LOC106787646	XP_014605682.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787646_(LOC106787646),_mRNA
XM_014750197.1	LOC106787647	XP_014605683.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787647_(LOC106787647),_mRNA
XM_014750198.1	LOC106787648	XP_014605684.1	PREDICTED:_Polistes_canadensis_DNA-binding_protein_D-ETS-4-like_(LOC106787648),_mRNA
XM_014750199.1	LOC106787645	XP_014605685.1	PREDICTED:_Polistes_canadensis_actin_cytoskeleton-regulatory_complex_protein_PAN1-like_(LOC106787645),_mRNA
XM_014750200.1	LOC106787649	XP_014605686.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787649_(LOC106787649),_mRNA
XM_014750201.1	LOC106787650	XP_014605687.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dcr-1_(LOC106787650),_transcript_variant_X1,_mRNA
XM_014750202.1	LOC106787650	XP_014605688.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dcr-1_(LOC106787650),_transcript_variant_X2,_mRNA
XM_014750203.1	LOC106787650	XP_014605689.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dcr-1_(LOC106787650),_transcript_variant_X3,_mRNA
XM_014750204.1	LOC106787650	XP_014605690.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dcr-1_(LOC106787650),_transcript_variant_X4,_mRNA
XM_014750205.1	LOC106787650	XP_014605691.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dcr-1_(LOC106787650),_transcript_variant_X5,_mRNA
XM_014750206.1	LOC106787651	XP_014605692.1	PREDICTED:_Polistes_canadensis_CWF19-like_protein_2_(LOC106787651),_transcript_variant_X1,_mRNA
XM_014750207.1	LOC106787651	XP_014605693.1	PREDICTED:_Polistes_canadensis_CWF19-like_protein_2_(LOC106787651),_transcript_variant_X2,_mRNA
XM_014750208.1	LOC106787651	XP_014605694.1	PREDICTED:_Polistes_canadensis_CWF19-like_protein_2_(LOC106787651),_transcript_variant_X3,_mRNA
XM_014750209.1	LOC106787653	XP_014605695.1	PREDICTED:_Polistes_canadensis_ero1-like_protein_(LOC106787653),_mRNA
XM_014750210.1	LOC106787654	XP_014605696.1	PREDICTED:_Polistes_canadensis_NADH_dehydrogenase_[ubiquinone]_complex_I,_assembly_factor_7_(LOC106787654),_mRNA
XM_014750211.1	LOC106787655	XP_014605697.1	PREDICTED:_Polistes_canadensis_threonine_aspartase_1_(LOC106787655),_transcript_variant_X1,_mRNA
XM_014750212.1	LOC106787652	XP_014605698.1	PREDICTED:_Polistes_canadensis_mitochondrial_chaperone_BCS1_(LOC106787652),_mRNA
XM_014750213.1	LOC106787655	XP_014605699.1	PREDICTED:_Polistes_canadensis_threonine_aspartase_1_(LOC106787655),_transcript_variant_X2,_mRNA
XM_014750214.1	LOC106787656	XP_014605700.1	PREDICTED:_Polistes_canadensis_vascular_endothelial_growth_factor_C-like_(LOC106787656),_transcript_variant_X1,_mRNA
XM_014750215.1	LOC106787657	XP_014605701.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787657_(LOC106787657),_mRNA
XM_014750216.1	LOC106787664	XP_014605702.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787664_(LOC106787664),_transcript_variant_X1,_mRNA
XM_014750217.1	LOC106787664	XP_014605703.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787664_(LOC106787664),_transcript_variant_X2,_mRNA
XM_014750218.1	LOC106787661	XP_014605704.1	PREDICTED:_Polistes_canadensis_probable_ATP-dependent_RNA_helicase_spindle-E_(LOC106787661),_transcript_variant_X1,_mRNA
XM_014750219.1	LOC106787664	XP_014605705.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787664_(LOC106787664),_transcript_variant_X3,_mRNA
XM_014750220.1	LOC106787664	XP_014605706.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787664_(LOC106787664),_transcript_variant_X4,_mRNA
XM_014750221.1	LOC106787664	XP_014605707.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787664_(LOC106787664),_transcript_variant_X5,_mRNA
XM_014750222.1	LOC106787665	XP_014605708.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X1,_mRNA
XM_014750223.1	LOC106787665	XP_014605709.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X2,_mRNA
XM_014750224.1	LOC106787665	XP_014605710.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X3,_mRNA
XM_014750225.1	LOC106787665	XP_014605711.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X4,_mRNA
XM_014750226.1	LOC106787665	XP_014605712.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X5,_mRNA
XM_014750227.1	LOC106787665	XP_014605713.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X6,_mRNA
XM_014750228.1	LOC106787665	XP_014605714.1	PREDICTED:_Polistes_canadensis_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC106787665),_transcript_variant_X7,_mRNA
XM_014750229.1	LOC106787661	XP_014605715.1	PREDICTED:_Polistes_canadensis_probable_ATP-dependent_RNA_helicase_spindle-E_(LOC106787661),_transcript_variant_X2,_mRNA
XM_014750230.1	LOC106787666	XP_014605716.1	PREDICTED:_Polistes_canadensis_splicing_factor,_suppressor_of_white-apricot_homolog_(LOC106787666),_transcript_variant_X1,_mRNA
XM_014750231.1	LOC106787666	XP_014605717.1	PREDICTED:_Polistes_canadensis_splicing_factor,_suppressor_of_white-apricot_homolog_(LOC106787666),_transcript_variant_X2,_mRNA
XM_014750232.1	LOC106787666	XP_014605718.1	PREDICTED:_Polistes_canadensis_splicing_factor,_suppressor_of_white-apricot_homolog_(LOC106787666),_transcript_variant_X3,_mRNA
XM_014750233.1	LOC106787666	XP_014605719.1	PREDICTED:_Polistes_canadensis_splicing_factor,_suppressor_of_white-apricot_homolog_(LOC106787666),_transcript_variant_X4,_mRNA
XM_014750234.1	LOC106787667	XP_014605720.1	PREDICTED:_Polistes_canadensis_brain_tumor_protein-like_(LOC106787667),_transcript_variant_X1,_mRNA
XM_014750235.1	LOC106787667	XP_014605721.1	PREDICTED:_Polistes_canadensis_brain_tumor_protein-like_(LOC106787667),_transcript_variant_X2,_mRNA
XM_014750236.1	LOC106787668	XP_014605722.1	PREDICTED:_Polistes_canadensis_probable_RNA_methyltransferase_CG11342_(LOC106787668),_mRNA
XM_014750237.1	LOC106787669	XP_014605723.1	PREDICTED:_Polistes_canadensis_chromatin_complexes_subunit_BAP18_(LOC106787669),_transcript_variant_X1,_mRNA
XM_014750238.1	LOC106787669	XP_014605724.1	PREDICTED:_Polistes_canadensis_chromatin_complexes_subunit_BAP18_(LOC106787669),_transcript_variant_X2,_mRNA
XM_014750239.1	LOC106787669	XP_014605725.1	PREDICTED:_Polistes_canadensis_chromatin_complexes_subunit_BAP18_(LOC106787669),_transcript_variant_X3,_mRNA
XM_014750240.1	LOC106787672	XP_014605726.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787672_(LOC106787672),_mRNA
XM_014750241.1	LOC106787670	XP_014605727.1	PREDICTED:_Polistes_canadensis_G_protein_pathway_suppressor_2_(LOC106787670),_transcript_variant_X1,_mRNA
