TranscriptID	GeneID	ProteinID	Description
XM_026440664.1	LOC725362	XP_026296449.1	PREDICTED:_Apis_mellifera_protein_arginine_N-methyltransferase_1_(LOC725362)
XM_026440665.1	LOC725362	XP_026296450.1	PREDICTED:_Apis_mellifera_protein_arginine_N-methyltransferase_1_(LOC725362)
XM_026440666.1	LOC552574	XP_026296451.1	PREDICTED:_Apis_mellifera_exocyst_complex_component_5_(LOC552574)
XM_026440667.1	LOC552574	XP_026296452.1	PREDICTED:_Apis_mellifera_exocyst_complex_component_5_(LOC552574)
XM_026440668.1	LOC102655112	XP_026296453.1	PREDICTED:_Apis_mellifera_probable_G-protein_coupled_receptor_Mth-like_5_(LOC102655112),_mRNA
XM_026440669.1	LOC100578046	XP_026296454.1	PREDICTED:_Apis_mellifera_probable_G-protein_coupled_receptor_Mth-like_1_(LOC100578046)
XM_026440670.1	LOC102654510	XP_026296455.1	PREDICTED:_Apis_mellifera_blown_fuse_(LOC102654510)
XM_026440671.1	LOC100578984	XP_026296456.1	PREDICTED:_Apis_mellifera_protein_charlatan_(LOC100578984)
XM_026440672.1	LOC100578984	XP_026296457.1	PREDICTED:_Apis_mellifera_protein_charlatan_(LOC100578984)
XM_026440673.1	LOC100578984	XP_026296458.1	PREDICTED:_Apis_mellifera_protein_charlatan_(LOC100578984)
XM_026440674.1	LOC102654510	XP_026296459.1	PREDICTED:_Apis_mellifera_blown_fuse_(LOC102654510)
XM_026440675.1	LOC412401	XP_026296460.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440676.1	LOC412401	XP_026296461.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440677.1	LOC412401	XP_026296462.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440678.1	LOC412401	XP_026296463.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440679.1	LOC412401	XP_026296464.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440680.1	LOC412401	XP_026296465.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440681.1	LOC412401	XP_026296466.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440682.1	LOC412401	XP_026296467.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440683.1	LOC412401	XP_026296468.1	PREDICTED:_Apis_mellifera_lipophorin_receptor_(LOC412401)
XM_026440684.1	LOC725409	XP_026296469.1	PREDICTED:_Apis_mellifera_7-methylguanosine_phosphate-specific_5'-nucleotidase_(LOC725409),_mRNA
XM_026440685.1	LOC410116	XP_026296470.1	PREDICTED:_Apis_mellifera_transcription_factor_25_(LOC410116)
XM_026440686.1	LOC410116	XP_026296471.1	PREDICTED:_Apis_mellifera_transcription_factor_25_(LOC410116)
XM_026440687.1	LOC550749	XP_026296472.1	PREDICTED:_Apis_mellifera_C-1-tetrahydrofolate_synthase,_cytoplasmic_(LOC550749)
XM_026440688.1	LOC550749	XP_026296473.1	PREDICTED:_Apis_mellifera_C-1-tetrahydrofolate_synthase,_cytoplasmic_(LOC550749)
XM_026440689.1	LOC724742	XP_026296474.1	PREDICTED:_Apis_mellifera_probable_methyltransferase-like_protein_15_homolog_(LOC724742)
XM_026440690.1	LOC100578346	XP_026296475.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578346_(LOC100578346),_mRNA
XM_026440691.1	LOC552797	XP_026296476.1	PREDICTED:_Apis_mellifera_ETS-related_transcription_factor_Elf-5_(LOC552797)
XM_026440692.1	LOC113218559	XP_026296477.1	PREDICTED:_Apis_mellifera_solute_carrier_family_52,_riboflavin_transporter,_member_3-A-like_(LOC113218559),_mRNA
XM_026440693.1	LOC411110	XP_026296478.1	PREDICTED:_Apis_mellifera_solute_carrier_family_52,_riboflavin_transporter,_member_3-A_(LOC411110)
XM_026440694.1	LOC409043	XP_026296479.1	PREDICTED:_Apis_mellifera_high-affinity_choline_transporter_1_(LOC409043)
XM_026440695.1	LOC409043	XP_026296480.1	PREDICTED:_Apis_mellifera_high-affinity_choline_transporter_1_(LOC409043)
XM_026440696.1	LOC409043	XP_026296481.1	PREDICTED:_Apis_mellifera_high-affinity_choline_transporter_1_(LOC409043)
XM_026440697.1	LOC409043	XP_026296482.1	PREDICTED:_Apis_mellifera_high-affinity_choline_transporter_1_(LOC409043)
XM_026440698.1	LOC412104	XP_026296483.1	PREDICTED:_Apis_mellifera_trafficking_protein_particle_complex_subunit_8_(LOC412104)
XM_026440699.1	LOC412104	XP_026296484.1	PREDICTED:_Apis_mellifera_trafficking_protein_particle_complex_subunit_8_(LOC412104)
XM_026440700.1	LOC107965828	XP_026296485.1	PREDICTED:_Apis_mellifera_cholesterol_7-desaturase_(LOC107965828),_mRNA
XM_026440701.1	LOC100576449	XP_026296486.1	PREDICTED:_Apis_mellifera_protein_patched_(LOC100576449)
XM_026440702.1	LOC100576449	XP_026296487.1	PREDICTED:_Apis_mellifera_protein_patched_(LOC100576449)
XM_026440703.1	LOC552657	XP_026296488.1	PREDICTED:_Apis_mellifera_phosphoribosylformylglycinamidine_synthase_(LOC552657),_mRNA
XM_026440704.1	LOC725899	XP_026296489.1	PREDICTED:_Apis_mellifera_alpha-N-acetylgalactosaminidase_(LOC725899)
XM_026440705.1	LOC410033	XP_026296490.1	PREDICTED:_Apis_mellifera_B-cell_CLL/lymphoma_7_protein_family_member_B_(LOC410033)
XM_026440706.1	LOC113218771	XP_026296491.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218771_(LOC113218771),_mRNA
XM_026440707.1	LOC551747	XP_026296492.1	PREDICTED:_Apis_mellifera_basic-leucine_zipper_transcription_factor_A_(LOC551747)
XM_026440708.1	LOC100576522	XP_026296493.1	PREDICTED:_Apis_mellifera_odorant_receptor_13a_(LOC100576522)
XM_026440709.1	LOC100576522	XP_026296494.1	PREDICTED:_Apis_mellifera_odorant_receptor_13a_(LOC100576522)
XM_026440710.1	LOC411657	XP_026296495.1	PREDICTED:_Apis_mellifera_arylsulfatase_B_(LOC411657)
XM_026440711.1	LOC411657	XP_026296496.1	PREDICTED:_Apis_mellifera_arylsulfatase_B_(LOC411657)
XM_026440712.1	LOC727271	XP_026296497.1	PREDICTED:_Apis_mellifera_fatty-acid_amide_hydrolase_2-A_(LOC727271)
XM_026440713.1	LOC727271	XP_026296498.1	PREDICTED:_Apis_mellifera_fatty-acid_amide_hydrolase_2-A_(LOC727271)
XM_026440714.1	LOC408857	XP_026296499.1	PREDICTED:_Apis_mellifera_hemicentin-1_(LOC408857)
XM_026440715.1	LOC409910	XP_026296500.1	PREDICTED:_Apis_mellifera_ras-like_GTP-binding_protein_Rho1_(LOC409910)
XM_026440716.1	LOC414032	XP_026296501.1	PREDICTED:_Apis_mellifera_tubulin_polyglutamylase_TTLL5_(LOC414032)
XM_026440717.1	LOC102654470	XP_026296502.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654470_(LOC102654470),_mRNA
XM_026440718.1	LOC113218772	XP_026296503.1	PREDICTED:_Apis_mellifera_molybdopterin_synthase_sulfur_carrier_subunit_(LOC113218772),_mRNA
XM_026440719.1	LOC107964404	XP_026296504.1	PREDICTED:_Apis_mellifera_protein_phosphatase_1B_(LOC107964404)
XM_026440720.1	LOC107964404	XP_026296505.1	PREDICTED:_Apis_mellifera_protein_phosphatase_1B_(LOC107964404)
XM_026440721.1	LOC107964404	XP_026296506.1	PREDICTED:_Apis_mellifera_protein_phosphatase_1B_(LOC107964404)
XM_026440722.1	LOC413757	XP_026296507.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_MAL13P1.304_(LOC413757)
XM_026440723.1	LOC413757	XP_026296508.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_MAL13P1.304_(LOC413757)
XM_026440724.1	LOC413757	XP_026296509.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_MAL13P1.304_(LOC413757)
XM_026440725.1	LOC113218560	XP_026296510.1	PREDICTED:_Apis_mellifera_proteasome_subunit_alpha_type-4-like_(LOC113218560),_mRNA
XM_026440726.1	LOC113218774	XP_026296511.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218774_(LOC113218774),_mRNA
XM_026440727.1	LOC726501	XP_026296512.1	PREDICTED:_Apis_mellifera_uroporphyrinogen_decarboxylase_(LOC726501),_mRNA
XM_026440728.1	LOC724743	XP_026296513.1	PREDICTED:_Apis_mellifera_PRKC_apoptosis_WT1_regulator_protein_(LOC724743)
XM_026440729.1	LOC411078	XP_026296514.1	PREDICTED:_Apis_mellifera_nephrin_(LOC411078)
XM_026440730.1	LOC113218775	XP_026296515.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218775_(LOC113218775),_mRNA
XM_026440731.1	LOC100577974	XP_026296516.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577974_(LOC100577974)
XM_026440732.1	LOC100577974	XP_026296517.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577974_(LOC100577974)
XM_026440733.1	LOC724831	XP_026296518.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440734.1	LOC724831	XP_026296519.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440735.1	LOC724831	XP_026296520.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440736.1	LOC724831	XP_026296521.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440737.1	LOC724831	XP_026296522.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440738.1	LOC724831	XP_026296523.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724831_(LOC724831)
XM_026440739.1	LOC411604	XP_026296524.1	PREDICTED:_Apis_mellifera_WD_repeat-containing_protein_20_(LOC411604)
XM_026440740.1	LOC100577521	XP_026296525.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577521_(LOC100577521),_mRNA
XM_026440741.1	LOC727639	XP_026296526.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC727639_(LOC727639),_mRNA
XM_026440742.1	LOC413807	XP_026296527.1	PREDICTED:_Apis_mellifera_replication_factor_C_subunit_1_(LOC413807)
XM_026440743.1	LOC413718	XP_026296528.1	PREDICTED:_Apis_mellifera_probable_glutamine--tRNA_ligase_(LOC413718)
XM_026440744.1	LOC725552	XP_026296529.1	PREDICTED:_Apis_mellifera_DNA-directed_RNA_polymerase_III_subunit_RPC1_(LOC725552)
XM_026440745.1	LOC725404	XP_026296530.1	PREDICTED:_Apis_mellifera_actin,_muscle_(LOC725404),_mRNA
XM_026440746.1	LOC100578893	XP_026296531.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578893_(LOC100578893)
XM_026440747.1	LOC100576584	XP_026296532.1	PREDICTED:_Apis_mellifera_leucine-rich_repeat-containing_protein_74B_(LOC100576584),_mRNA
XM_026440748.1	LOC726654	XP_026296533.1	PREDICTED:_Apis_mellifera_T-box_protein_H15_(LOC726654)
XM_026440749.1	LOC726654	XP_026296534.1	PREDICTED:_Apis_mellifera_T-box_protein_H15_(LOC726654)
XM_026440750.1	LOC726683	XP_026296535.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440751.1	LOC726683	XP_026296536.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440752.1	LOC726683	XP_026296537.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440753.1	LOC726683	XP_026296538.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440754.1	LOC726683	XP_026296539.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440755.1	LOC726683	XP_026296540.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440756.1	LOC726683	XP_026296541.1	PREDICTED:_Apis_mellifera_myosin-VIIa_(LOC726683)
XM_026440757.1	LOC410097	XP_026296542.1	PREDICTED:_Apis_mellifera_DNA_repair_protein_complementing_XP-G_cells_(LOC410097),_mRNA
XM_026440758.1	LOC410096	XP_026296543.1	PREDICTED:_Apis_mellifera_glutathione_hydrolase_1_proenzyme_(LOC410096)
XM_026440759.1	LOC410096	XP_026296544.1	PREDICTED:_Apis_mellifera_glutathione_hydrolase_1_proenzyme_(LOC410096)
XM_026440760.1	LOC725795	XP_026296545.1	PREDICTED:_Apis_mellifera_INO80_complex_subunit_D_(LOC725795)
XM_026440761.1	LOC552023	XP_026296546.1	PREDICTED:_Apis_mellifera_guanylate_kinase_(LOC552023)
XM_026440762.1	LOC552023	XP_026296547.1	PREDICTED:_Apis_mellifera_guanylate_kinase_(LOC552023)
XM_026440763.1	LOC412487	XP_026296548.1	PREDICTED:_Apis_mellifera_annexin_B9_(LOC412487),_mRNA
XM_026440764.1	LOC100576378	XP_026296549.1	PREDICTED:_Apis_mellifera_ribonuclease_P_protein_subunit_p30_(LOC100576378),_mRNA
XM_026440765.1	LOC725015	XP_026296550.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_3_(LOC725015)
XM_026440766.1	LOC725015	XP_026296551.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_3_(LOC725015)
XM_026440767.1	LOC725015	XP_026296552.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_3_(LOC725015)
XM_026440768.1	LOC725015	XP_026296553.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_3_(LOC725015)
XM_026440769.1	LOC725015	XP_026296554.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_3_(LOC725015)
XM_026440770.1	LOC724925	XP_026296555.1	PREDICTED:_Apis_mellifera_delta(14)-sterol_reductase_(LOC724925)
XM_026440771.1	LOC724925	XP_026296556.1	PREDICTED:_Apis_mellifera_delta(14)-sterol_reductase_(LOC724925)
XM_026440772.1	LOC724925	XP_026296557.1	PREDICTED:_Apis_mellifera_delta(14)-sterol_reductase_(LOC724925)
XM_026440773.1	LOC724925	XP_026296558.1	PREDICTED:_Apis_mellifera_delta(14)-sterol_reductase_(LOC724925)
XM_026440774.1	LOC552195	XP_026296559.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC552195_(LOC552195)
XM_026440775.1	LOC552195	XP_026296560.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC552195_(LOC552195)
XM_026440776.1	LOC100577896	XP_026296561.1	PREDICTED:_Apis_mellifera_heat_shock_factor_2-binding_protein_(LOC100577896),_mRNA
XM_026440777.1	LOC408839	XP_026296562.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408839_(LOC408839)
XM_026440778.1	LOC408839	XP_026296563.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408839_(LOC408839)
XM_026440779.1	LOC408839	XP_026296564.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408839_(LOC408839)
XM_026440780.1	LOC100578156	XP_026296565.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578156_(LOC100578156)
XM_026440781.1	LOC411829	XP_026296566.1	PREDICTED:_Apis_mellifera_neuroglian_(LOC411829)
XM_026440782.1	LOC724524	XP_026296567.1	PREDICTED:_Apis_mellifera_scm-like_with_four_MBT_domains_protein_2_(LOC724524)
XM_026440783.1	LOC724524	XP_026296568.1	PREDICTED:_Apis_mellifera_scm-like_with_four_MBT_domains_protein_2_(LOC724524)
XM_026440784.1	LOC724524	XP_026296569.1	PREDICTED:_Apis_mellifera_scm-like_with_four_MBT_domains_protein_2_(LOC724524)
XM_026440785.1	LOC724524	XP_026296570.1	PREDICTED:_Apis_mellifera_scm-like_with_four_MBT_domains_protein_2_(LOC724524)
XM_026440786.1	LOC411828	XP_026296571.1	PREDICTED:_Apis_mellifera_DNA-binding_protein_P3A2_(LOC411828)
XM_026440787.1	LOC411828	XP_026296572.1	PREDICTED:_Apis_mellifera_DNA-binding_protein_P3A2_(LOC411828)
XM_026440788.1	LOC411828	XP_026296573.1	PREDICTED:_Apis_mellifera_DNA-binding_protein_P3A2_(LOC411828)
XM_026440789.1	LOC100577717	XP_026296574.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577717_(LOC100577717)
XM_026440790.1	LOC100578733	XP_026296575.1	PREDICTED:_Apis_mellifera_nose_resistant_to_fluoxetine_protein_6_(LOC100578733)
XM_026440791.1	LOC100578733	XP_026296576.1	PREDICTED:_Apis_mellifera_nose_resistant_to_fluoxetine_protein_6_(LOC100578733)
XM_026440792.1	LOC100576155	XP_026296577.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576155_(LOC100576155)
XM_026440793.1	LOC100576155	XP_026296578.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576155_(LOC100576155)
XM_026440794.1	LOC100576155	XP_026296579.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576155_(LOC100576155)
XM_026440795.1	LOC100577231	XP_026296580.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577231_(LOC100577231)
XM_026440796.1	LOC100577231	XP_026296581.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577231_(LOC100577231)
XM_026440797.1	LOC100577231	XP_026296582.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577231_(LOC100577231)
XM_026440798.1	LOC552513	XP_026296583.1	PREDICTED:_Apis_mellifera_neural_cell_adhesion_molecule_2_(LOC552513)
XM_026440799.1	LOC552513	XP_026296584.1	PREDICTED:_Apis_mellifera_neural_cell_adhesion_molecule_2_(LOC552513)
XM_026440800.1	LOC552513	XP_026296585.1	PREDICTED:_Apis_mellifera_neural_cell_adhesion_molecule_2_(LOC552513)
XM_026440801.1	LOC552243	XP_026296586.1	PREDICTED:_Apis_mellifera_mucin-5AC_(LOC552243)
XM_026440802.1	LOC552402	XP_026296587.1	PREDICTED:_Apis_mellifera_synaptogyrin_(LOC552402)
XM_026440803.1	LOC552402	XP_026296588.1	PREDICTED:_Apis_mellifera_synaptogyrin_(LOC552402)
XM_026440804.1	LOC408845	XP_026296589.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440805.1	LOC408845	XP_026296590.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440806.1	LOC408845	XP_026296591.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440807.1	LOC408845	XP_026296592.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440808.1	LOC408845	XP_026296593.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440809.1	LOC408845	XP_026296594.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440810.1	LOC552243	XP_026296595.1	PREDICTED:_Apis_mellifera_mucin-5AC_(LOC552243)
XM_026440811.1	LOC408845	XP_026296596.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440812.1	LOC408845	XP_026296597.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440813.1	LOC408845	XP_026296598.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440814.1	LOC408845	XP_026296599.1	PREDICTED:_Apis_mellifera_protein_unc-79_homolog_(LOC408845)
XM_026440815.1	LOC408846	XP_026296600.1	PREDICTED:_Apis_mellifera_tyrosine-protein_phosphatase_non-receptor_type_14_(LOC408846)
XM_026440816.1	LOC413001	XP_026296601.1	PREDICTED:_Apis_mellifera_extended_synaptotagmin-like_protein_2_(LOC413001)
XM_026440817.1	LOC113218779	XP_026296602.1	PREDICTED:_Apis_mellifera_70_kDa_peptidyl-prolyl_isomerase-like_(LOC113218779),_mRNA
XM_026440818.1	LOC408822	XP_026296603.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440819.1	LOC408822	XP_026296604.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440820.1	LOC408822	XP_026296605.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440821.1	LOC408822	XP_026296606.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440822.1	LOC408822	XP_026296607.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440823.1	LOC408822	XP_026296608.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440824.1	LOC408822	XP_026296609.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408822_(LOC408822)
XM_026440825.1	LOC102656027	XP_026296610.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102656027_(LOC102656027),_mRNA
XM_026440826.1	LOC411115	XP_026296611.1	PREDICTED:_Apis_mellifera_baculoviral_IAP_repeat-containing_protein_6_(LOC411115)
XM_026440827.1	LOC411115	XP_026296612.1	PREDICTED:_Apis_mellifera_baculoviral_IAP_repeat-containing_protein_6_(LOC411115)
XM_026440828.1	LOC411115	XP_026296613.1	PREDICTED:_Apis_mellifera_baculoviral_IAP_repeat-containing_protein_6_(LOC411115)
XM_026440829.1	LOC726101	XP_026296614.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC726101_(LOC726101),_mRNA
XM_026440830.1	LOC100576966	XP_026296615.1	PREDICTED:_Apis_mellifera_trichohyalin_(LOC100576966)
XM_026440831.1	LOC113218781	XP_026296616.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_KIAA1143_homolog_(LOC113218781),_mRNA
XM_026440832.1	LOC551855	XP_026296617.1	PREDICTED:_Apis_mellifera_exosome_complex_component_rrp45_(LOC551855)
XM_026440833.1	LOC551855	XP_026296618.1	PREDICTED:_Apis_mellifera_exosome_complex_component_rrp45_(LOC551855)
XM_026440834.1	LOC551831	XP_026296619.1	PREDICTED:_Apis_mellifera_histone_deacetylase_complex_subunit_SAP30_homolog_(LOC551831)
XM_026440835.1	LOC725909	XP_026296620.1	PREDICTED:_Apis_mellifera_probable_cysteine--tRNA_ligase,_mitochondrial_(LOC725909),_mRNA
XM_026440836.1	LOC551311	XP_026296621.1	PREDICTED:_Apis_mellifera_ribosome_production_factor_2_homolog_(LOC551311)
XM_026440837.1	LOC551311	XP_026296622.1	PREDICTED:_Apis_mellifera_ribosome_production_factor_2_homolog_(LOC551311)
XM_026440838.1	LOC411481	XP_026296623.1	PREDICTED:_Apis_mellifera_ribosomal_protein_S6_kinase_alpha-2_(LOC411481)
XM_026440839.1	LOC411481	XP_026296624.1	PREDICTED:_Apis_mellifera_ribosomal_protein_S6_kinase_alpha-2_(LOC411481)
XM_026440840.1	LOC411059	XP_026296625.1	PREDICTED:_Apis_mellifera_angiogenic_factor_with_G_patch_and_FHA_domains_1_(LOC411059)
XM_026440841.1	LOC102655134	XP_026296626.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655134_(LOC102655134),_mRNA
XM_026440842.1	LOC727257	XP_026296627.1	PREDICTED:_Apis_mellifera_peroxisomal_membrane_protein_PEX13_(LOC727257),_mRNA
XM_026440843.1	LOC100576101	XP_026296628.1	PREDICTED:_Apis_mellifera_coiled-coil_domain-containing_protein_61_(LOC100576101)
XM_026440844.1	LOC724431	XP_026296629.1	PREDICTED:_Apis_mellifera_probable_Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol_alpha-1,6-mannosyltransferase_(LOC724431),_mRNA
XM_026440845.1	LOC725867	XP_026296630.1	PREDICTED:_Apis_mellifera_translin-associated_protein_X_(LOC725867),_mRNA
XM_026440846.1	LOC724370	XP_026296631.1	PREDICTED:_Apis_mellifera_probable_cytosolic_Fe-S_cluster_assembly_factor_AGAP009023_(LOC724370)
XM_026440847.1	LOC724370	XP_026296632.1	PREDICTED:_Apis_mellifera_probable_cytosolic_Fe-S_cluster_assembly_factor_AGAP009023_(LOC724370)
XM_026440848.1	LOC724370	XP_026296633.1	PREDICTED:_Apis_mellifera_probable_cytosolic_Fe-S_cluster_assembly_factor_AGAP009023_(LOC724370)
XM_026440849.1	LOC100577237	XP_026296634.1	PREDICTED:_Apis_mellifera_ankyrin_repeat_and_ELMO_domain-containing_protein_D_(LOC100577237)
XM_026440850.1	LOC551208	XP_026296635.1	PREDICTED:_Apis_mellifera_3-hydroxyisobutyrate_dehydrogenase,_mitochondrial_(LOC551208)
XM_026440851.1	LOC725834	XP_026296636.1	PREDICTED:_Apis_mellifera_septin-7_(LOC725834)
XM_026440852.1	LOC725834	XP_026296637.1	PREDICTED:_Apis_mellifera_septin-7_(LOC725834)
XM_026440853.1	LOC413763	XP_026296638.1	PREDICTED:_Apis_mellifera_hydroxymethylglutaryl-CoA_synthase_1_(LOC413763)
XM_026440854.1	LOC725934	XP_026296639.1	PREDICTED:_Apis_mellifera_replication_protein_A_70_kDa_DNA-binding_subunit_(LOC725934),_mRNA
XM_026440855.1	LOC412543	XP_026296640.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC412543_(LOC412543)
XM_026440856.1	LOC412543	XP_026296641.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC412543_(LOC412543)
XM_026440857.1	LOC412543	XP_026296642.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC412543_(LOC412543)
XM_026440858.1	LOC412543	XP_026296643.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC412543_(LOC412543)
XM_026440859.1	LOC724835	XP_026296644.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724835_(LOC724835),_mRNA
XM_026440860.1	LOC409678	XP_026296645.1	PREDICTED:_Apis_mellifera_ankycorbin_(LOC409678)
XM_026440861.1	LOC409678	XP_026296646.1	PREDICTED:_Apis_mellifera_ankycorbin_(LOC409678)
XM_026440862.1	LOC409678	XP_026296647.1	PREDICTED:_Apis_mellifera_ankycorbin_(LOC409678)
XM_026440863.1	LOC551385	XP_026296648.1	PREDICTED:_Apis_mellifera_frequenin-1_(LOC551385),_mRNA
XM_026440864.1	LOC411133	XP_026296649.1	PREDICTED:_Apis_mellifera_T-box_transcription_factor_TBX20_(LOC411133)
XM_026440865.1	LOC411133	XP_026296650.1	PREDICTED:_Apis_mellifera_T-box_transcription_factor_TBX20_(LOC411133)
XM_026440866.1	LOC411133	XP_026296651.1	PREDICTED:_Apis_mellifera_T-box_transcription_factor_TBX20_(LOC411133)
XM_026440867.1	LOC107964516	XP_026296652.1	PREDICTED:_Apis_mellifera_GATA_zinc_finger_domain-containing_protein_14-like_(LOC107964516)
XM_026440868.1	LOC410009	XP_026296653.1	PREDICTED:_Apis_mellifera_cadherin-related_tumor_suppressor_(LOC410009)
XM_026440869.1	LOC113218784	XP_026296654.1	PREDICTED:_Apis_mellifera_leucine-rich_repeat_transmembrane_neuronal_protein_4-like_(LOC113218784),_mRNA
XM_026440870.1	LOC410009	XP_026296655.1	PREDICTED:_Apis_mellifera_cadherin-related_tumor_suppressor_(LOC410009)
XM_026440871.1	LOC411058	XP_026296656.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC411058_(LOC411058),_mRNA
XM_026440872.1	LOC107964417	XP_026296657.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964417_(LOC107964417),_mRNA
XM_026440873.1	LOC102656245	XP_026296658.1	PREDICTED:_Apis_mellifera_centromere_protein_F_(LOC102656245),_mRNA
XM_026440874.1	LOC113218785	XP_026296659.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218785_(LOC113218785),_partial_mRNA
XM_026440875.1	LOC113218786	XP_026296660.1	PREDICTED:_Apis_mellifera_splicing_regulatory_glutamine/lysine-rich_protein_1-like_(LOC113218786),_mRNA
